team,rank,barthag,adjoe,adjde,adjoe_z,adjde_z,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D,3P rate,3P rate D,arate,arateD,V38,V40,eFG%_z,eFG% Def_z,FTR_z,FTR Def_z,OR%_z,DR%_z,TO%_z,TO% Def._z,3P%_z,3pD%_z,2p%_z,2p%D_z,ft%_z,ft%D_z,3P rate_z,3P rate D_z,arate_z,arateD_z,V38_z,V40_z
Southern,281,0.2760423141242,96.7822354312153,105.246486774399,-1.32082687688991,0.0392855012163128,48.7,51.3,34,42,24.3,28.1,20.5,22.9,33.1,33.9,48,51.5,72.2,69,40.1,40.4,56.7,60.3,7.2,11.5,-0.643849461242898,-0.279844621895029,0.504624669647542,-1.90877714268786,-1.01403635407125,0.134361616740726,-1.10525128402423,1.97358472270093,-0.381066625434983,0.0713211060505275,-0.661794092570114,-0.436062891326267,0.168879861837957,1.02084711247861,0.54046564883645,-0.722556590553048,1.14942025089867,-1.69944281780218,-0.651567625389063,1.63975646046682
Lehigh,282,0.271938537522217,98.5035828950588,107.310716805471,-1.05960657315642,-0.300371054151857,49.8,50.3,31.1,28.5,18.8,26.7,17.4,16.6,35,32.8,48.4,50.9,75.1,68.4,33.6,34.8,48.2,47.6,5.6,8.1,-0.245693831888261,0.0899536953524986,-0.124631892468032,0.622330766106885,-2.37286820916439,0.614211044904019,0.450395082345333,-0.714397471536907,0.416571163829075,0.544386183226202,-0.539942073496845,-0.232560646349063,0.955864503523732,1.25425095574739,-0.747123909351759,0.629692569156249,-0.51086540246393,0.599914836161319,-1.30067650502194,-0.493690117129797
Merrimack,283,0.270855860989364,91.7973463916832,100.052504981108,-2.07730066055978,0.89392376245606,48.5,49.1,34.6,26.5,20.1,35.7,21,26.3,32.5,32.8,48.2,49.1,68.3,72.1,44.5,32.7,57.9,60.5,10.6,11.6,-0.71624139385283,0.533711676049526,0.634815682499039,0.997309715557957,-2.05168977068783,-2.47053527900287,-1.35616198827738,3.42424177990865,-0.632952243097318,0.544386183226202,-0.600868083033479,0.377946088582546,-0.889478794222228,-0.185072744410092,1.41206473437924,1.13678600404723,1.38381351960869,-1.73565317455751,0.727788743830802,1.70250488921967
Valparaiso,284,0.270790271363386,98.9581111538053,107.8603386452,-0.990630371489325,-0.390808000629399,49,51.5,27.9,31.8,22.5,24.5,18.1,15.6,29.2,34.3,51.9,51.6,72.5,73.4,36.2,37.8,53.5,52,7.3,6.4,-0.535261562327995,-0.353804285344532,-0.818983961009355,0.00361549951261321,-1.45874496119264,1.36826014630348,0.099120096390916,-1.14106131189212,-2.01832314024016,-0.10070255837699,0.526263093394266,-0.469979932155801,0.250292066150278,-0.690781071492457,-0.232088086076475,-0.0947266235451601,0.524371534338633,-0.196713012455957,-0.610998320412008,-1.56041340592811
Illinois Chicago,285,0.270576097994553,99.3978668027138,108.349875626162,-0.923895963364733,-0.471358347332956,48.7,51.2,34.1,33,22.7,30.3,18.3,19.6,33.2,34.3,47.9,51.1,65.7,72.2,43.3,34.5,56.6,55.3,12,12,-0.643849461242898,-0.242864790170276,0.526323171789459,-0.22137187015803,-1.40933289373471,-0.619687484658736,-0.00124418531034752,0.565594049528728,-0.339085689157927,-0.10070255837699,-0.692257097338432,-0.300394728008132,-1.59505123159568,-0.223973384954892,1.17435589286757,0.702134488426389,1.12988747850617,-0.794183898918914,1.29575901350957,1.95349860423103
New Hampshire,286,0.269550155593853,97.9664601126344,106.837892519109,-1.14111677334214,-0.222570680170831,45.7,48.8,29.3,29.3,25.9,27.4,14.9,16,33.4,30.7,42.6,50.2,69.7,69.4,41.1,32.6,50.3,39.5,6.7,8.3,-1.7297284503919,0.644651171223785,-0.515204931022527,0.472339186326455,-0.618739814407797,0.374286330822372,1.70494860361111,-0.970395775750035,-0.255123816603817,1.44751042147067,-2.30679635005926,0.00485863945767293,-0.509555174098058,0.865244550299421,0.738556350096174,1.16093331047061,-0.100677182221406,2.06643428475221,-0.854414150274337,-0.368193259624113
American,287,0.264376647093404,101.611276869846,111.067809317255,-0.588003494140617,-0.918577882626896,54.4,51.8,27.9,32.1,28.3,27.9,22,19.2,34.6,38.5,55.8,48.7,70.1,72.3,36.1,33.7,55.5,52.3,11.4,7.2,1.41932061814022,-0.464743780518791,-0.818983961009355,-0.0526313429050479,-0.0257950049126123,0.202911535049767,-1.8579833967837,0.394928513386643,0.248647418720853,-1.90695103486593,1.71432027935865,0.513614251900681,-0.401005568348298,-0.262874025499687,-0.251897156202448,0.89531293981343,0.915026982188657,-0.251028547588953,1.05234318364724,-1.05842597590537
Illinois St.,288,0.260752492432049,100.637942574602,110.183081666247,-0.73571026780397,-0.773001303536016,50.2,51.8,31.3,34,28.2,26.7,21.8,16.7,33.6,33.7,50,52.6,79.3,69.9,40.6,37.7,46.7,49.1,9.5,9.8,-0.100909966668391,-0.464743780518791,-0.0812348881841993,-0.408861344883567,-0.0505010386415787,0.614211044904019,-1.75761911508243,-0.671731087501387,-0.171161944049705,0.157332938264285,-0.0525339972037651,-0.80915034045114,2.09563536389624,0.670741347575437,0.639510999466312,-0.0705793171217812,-0.803856988351447,0.328337160496339,0.281526389083199,0.573033171668514
Maine,289,0.260164343753496,99.3736404999419,108.827756709257,-0.927572386807021,-0.549990786603996,51.1,53.4,23,28.7,22.9,30,18.7,20.3,33.5,34.6,51.5,54.4,72.2,71.5,35.6,36.9,51.1,52.1,5.8,8.7,0.224853730076311,-1.05642108811483,-1.88221056596326,0.584832871161777,-1.35992082627678,-0.516862607195173,-0.201972748712871,0.864258737777376,-0.213142880326761,-0.22972030669763,0.404411074320997,-1.41965707538275,0.168879861837957,0.0483310988586874,-0.35094250683231,0.122599134265262,0.0555849969186049,-0.214818190833623,-1.21953789506783,-0.117199544612747
Cal St. Bakersfield,290,0.256633291522293,96.8537108875049,106.238180173772,-1.30998023448118,-0.123891644228797,45.2,51.5,30,44.6,26.8,28.2,19.9,20.4,32.6,34.6,43.9,51.2,75.9,71.3,24.8,42.6,45.5,53.7,9.6,6.2,-1.91070828191674,-0.353804285344532,-0.363315416029112,-2.39624977697425,-0.396385510847103,0.100086657586206,-0.804158438920445,0.906925121812896,-0.590971306820262,-0.22972030669763,-1.91077728807113,-0.334311768837666,1.17296371502326,0.126132379948282,-2.49032208043733,-1.25379733186742,-1.03825025706146,-0.504501044876269,0.322095694060253,-1.68591026343379
Arkansas St.,291,0.255708511925842,100.271123697586,110.033144063576,-0.791376273931137,-0.74832997869474,47.6,50.3,35.1,34.8,28.8,28,18.1,16.6,34.6,36.4,45.5,48,67.6,74.7,33.5,33.8,53.1,48.9,8.8,9.3,-1.04200509059753,0.0899536953524986,0.743308193208621,-0.558852924663996,0.0977351637322181,0.168636575895246,0.099120096390916,-0.714397471536907,0.248647418720853,-1.00382679662146,-1.42336921177805,0.75103353770742,-1.07944060428431,-1.19648939857482,-0.766932979477731,0.871165633390051,0.446240444768629,0.36454751725167,-0.00245874575618507,0.259291027904305
Coastal Carolina,292,0.249153015243741,104.747486009023,115.293068831633,-0.112073142415846,-1.61381875723283,47.5,53.1,28.9,29.3,30.3,30.7,17.8,15.5,30.6,36.7,48.4,51.3,78.8,72.1,37.9,47.1,45.2,56.5,8.5,8.8,-1.0782010569025,-0.945481592940572,-0.601998939590192,0.472339186326455,0.46832566966671,-0.75678732127682,0.249666518942808,-1.18372769592764,-1.43059003236138,-1.1328445449421,-0.539942073496845,-0.368228809667198,1.95994835670904,-0.185072744410092,0.104666106065055,-2.34042612091953,-1.09684857423897,-1.0114460394509,-0.12416666068735,-0.0544511158599041
Tulsa,293,0.245413357711807,100.075256662215,110.343067517227,-0.821099759482756,-0.799326006807135,47.9,53.3,26.6,28,25.1,33.3,19.2,17.1,31.1,31.3,48.7,57.6,64.9,72.7,42.1,39.9,47.9,56.6,4,11.3,-0.933417191682632,-1.01944125639008,-1.10106448885427,0.716075503469651,-0.816388084239526,-1.64793625929437,-0.452883452966026,-0.501065551359301,-1.2206853509761,1.18947492482939,-0.448553059191891,-2.50500238192784,-1.81215044309521,-0.418476587678877,0.936647051355898,-0.601820058436147,-0.569463719641434,-1.02955121782856,-1.94978538465482,1.51425960296114
Bucknell,294,0.244626199906624,99.5620251665121,109.81780549738,-0.898984376045784,-0.712897321223963,51.3,51.2,26.9,27.7,25.4,25,20.2,15.4,34.5,36.4,51.1,49.4,71.8,64.1,37,35.8,53.5,55.5,9.9,9.5,0.297245662686246,-0.242864790170276,-1.03596898242852,0.772322345887313,-0.742269983052628,1.19688535053088,-0.954704861472338,-1.22639407996316,0.206666482443796,-1.00382679662146,0.282559055247727,0.276194966093946,0.0603302560881928,2.92697849917366,-0.0736155250686962,0.388219504922446,0.524371534338633,-0.830394255674245,0.443803608991418,0.384787885409988
Georgia St.,295,0.244391597384792,98.2118779173677,108.340545029325,-1.10387379082954,-0.469823054108233,45.6,50.7,33.5,35.4,30.1,29.5,19.5,17.5,29,36.5,46.5,48.6,72.1,72.4,30.6,33.8,44.9,52.3,9.1,9.8,-1.76592441669687,-0.0579656315465133,0.39613215893796,-0.671346609499318,0.418913602208777,-0.345487811422568,-0.603429875517919,-0.330400015217217,-2.10228501279427,-1.04683271272834,-1.11873916409488,0.547531292730216,0.141742460400514,-0.301774666044487,-1.34139601313093,0.871165633390051,-1.15544689141647,-0.251028547588953,0.119249169174979,0.573033171668514
Binghamton,296,0.243422143310114,99.2468376271465,109.532298933109,-0.94681515193239,-0.665918944446371,49.5,50,28.4,35.9,28.7,27.2,19.3,15.4,31.9,33.3,50.1,50,71.4,73.6,29.6,35.4,45,41.9,8.2,7.7,-0.35428173080316,0.200893190526755,-0.710491450299774,-0.765091346862086,0.0730291300032526,0.442836249131414,-0.503065593816658,-1.22639407996316,-0.884837860759653,0.329356602691805,-0.0220709924354472,0.0726927211167417,-0.0482193496615673,-0.768582352582047,-1.53948671439066,0.484808730615966,-1.13591411902397,1.63191000368825,-0.245874575618515,-0.744683832141164
Charleston Southern,297,0.243237317478854,105.669539041284,116.630798220702,0.0278515260225072,-1.83393402998178,50.3,54.3,27.4,36.6,32.2,31,18.1,16.7,34.1,36.2,49.7,54.3,72.9,71.8,39.3,40.2,44.7,51,7,8.6,-0.064714000363426,-1.3892395736376,-0.927476471718937,-0.896333979169962,0.937740310517066,-0.859612198740383,0.099120096390916,-0.671731087501387,0.038742737335574,-0.917814964407702,-0.143923011508717,-1.38574003455321,0.358841671900042,-0.0683708227757024,0.381993087828669,-0.674261977706288,-1.19451243620147,-0.0156612286793033,-0.732706235343173,-0.179947973365588
Boston University,298,0.239859458833049,97.5648211898418,107.858157242537,-1.20206683926829,-0.390449064026706,47,50.5,29,36.5,28.7,24.6,17.8,18.3,32.4,33.8,45.9,50.3,74,69.7,38.7,39.3,43.3,49.6,7.2,10.8,-1.25918088842733,0.0159940319029926,-0.580300437448277,-0.877585031697408,0.0730291300032526,1.33398518714896,0.249666518942808,0.0109310570669525,-0.674933179374374,0.114327022157408,-1.30151719270478,-0.029058401371859,0.657353087711887,0.748542628665032,0.263138667072836,-0.456936219895864,-1.46797124969649,0.237811268608012,-0.651567625389063,1.20051745919693
South Dakota,299,0.238594131371215,103.241337434078,114.202582022965,-0.340636286394006,-1.43438575435456,50.2,53,28.3,31.2,24.9,27.3,17.5,14.6,38.5,36.1,45.1,52.2,75.6,73.9,40.2,40.5,50.2,47.4,4.4,11.5,-0.100909966668391,-0.908501761215819,-0.732189952441691,0.116109184347935,-0.865800151697459,0.408561289976894,0.400212941494701,-1.56772515224733,1.88590393352602,-0.874809048300822,-1.54522123085132,-0.673482177133005,1.09155151071094,-0.885284274216442,0.560274718962422,-0.746703896976429,-0.120209954613906,0.63612519291665,-1.7875081647466,1.63975646046682
Western Illinois,300,0.237987225816569,102.214260368765,113.099338486939,-0.496498707313784,-1.25285370921514,50.1,53.4,31.4,27.4,26.9,26.7,15.1,16.4,31.5,33.9,51.8,54.6,69.9,71.8,37.5,32.2,51.9,38.1,8.7,8.6,-0.137105932973358,-1.05642108811483,-0.0595363860422834,0.828569188304974,-0.371679477118136,0.614211044904019,1.60458432190985,-0.799730239607949,-1.05276160586788,0.0713211060505275,0.495800088625948,-1.48749115704182,-0.455280371223176,-0.0683708227757024,0.025429825561166,1.25752253616413,0.211847176058614,2.31990678203953,-0.0430280507332405,-0.179947973365588
Texas Southern,301,0.234014810464464,97.0818003376159,107.626305558108,-1.2753668884323,-0.352299272916279,46.5,50.2,33.4,37.3,28.2,27.3,20.1,18.1,28.6,34.7,47.9,49.2,65,71,28.5,35.1,43.6,47.6,8,7.6,-1.44016071995217,0.126933527077249,0.374433656796044,-1.02757661147784,-0.0505010386415787,0.408561289976894,-0.904522720621706,-0.0744017110040911,-2.27020875790249,-0.27272622280451,-0.692257097338432,0.344029047753012,-1.78501304165777,0.242834301582672,-1.75738648577635,0.557250649886107,-1.40937293251898,0.599914836161319,-0.327013185572624,-0.807432260894006
Northeastern,302,0.233671266114048,98.716509743653,109.456817780911,-1.02729420320724,-0.653498977792951,47.9,50.1,27.7,31.7,31.7,26.9,21.3,14.5,33.2,34.9,46.8,49.2,68.5,71.5,37.2,29.5,52.9,45.4,10,8.9,-0.933417191682632,0.163913358802002,-0.862380965293188,0.0223644469851671,0.814210141872235,0.545661126594977,-1.50670841082928,-1.61039153628285,-0.339085689157927,-0.358738055018267,-1.02735014978992,0.344029047753012,-0.835203991347346,0.0483310988586874,-0.0339973848167507,1.9094998095954,0.407174899983626,0.998228760469958,0.484372913968473,0.00829731289293751
Chicago St.,303,0.232370882714891,102.756293278522,114.008237656335,-0.414243378686563,-1.40240756532959,48.8,53.3,31.9,35.9,33.5,33.2,21.3,16.7,32.9,35.7,48.4,53.1,72.6,69.3,41.8,37.4,46.7,56.1,7,11.7,-0.60765349493793,-1.01944125639008,0.0489561246672992,-0.765091346862086,1.25891874899362,-1.61366130013985,-1.50670841082928,-0.671731087501387,-0.465028497989096,-0.702785383873304,-0.539942073496845,-0.978735544598809,0.277429467587717,0.904145190844222,0.87721984097798,0.00186260214836071,-0.803856988351447,-0.939025325940238,-0.732706235343173,1.76525331797251
High Point,304,0.227097519971103,100.631793723386,111.940813365843,-0.736643376787491,-1.06222541391092,50.2,50.7,38.7,35.3,30.8,32,19.6,16.3,32.3,32.5,51.4,52,62.8,66.9,39.5,38.4,47.6,51.5,12.6,8.8,-0.100909966668391,-0.0579656315465133,1.52445427031761,-0.652597662026764,0.591855838311541,-1.20236179028559,-0.653612016368551,-0.842396623643471,-0.716914115651431,0.673403931546839,0.373948069552679,-0.605648095473936,-2.38203587328146,1.83776056391935,0.421611228080615,-0.239610462085442,-0.628062036818937,-0.10618712056763,1.5391748433719,-0.0544511158599041
Manhattan,305,0.225658238655019,98.6493943282864,109.814080845794,-1.03747919464885,-0.712284452353459,49.7,51.5,32,30.5,26.3,34.7,19.9,20.7,33.8,36.6,49.2,49.6,66.1,70.7,35.8,36.2,51.9,56.8,9.2,8.9,-0.281889798193226,-0.353804285344532,0.0706546268092151,0.247351816655811,-0.519915679491933,-2.12778568745766,-0.804158438920445,1.03492427391946,-0.0872000714955949,-1.08983862883522,-0.296238035350304,0.208360884434877,-1.48650162584592,0.359536223217062,-0.311324366580366,0.291630279228923,0.211847176058614,-1.06576157458389,0.159818474152034,0.00829731289293751
Fairleigh Dickinson,306,0.2249938880818,106.882767228535,119.018652509418,0.211963009745862,-2.22684099781858,51.6,56.2,27.7,34.9,31.3,28.7,16.4,21.7,34.3,37.2,51.7,56.5,75.6,75.4,37.3,40.7,51.7,56.7,5.7,10,0.405833561601146,-2.0918563764079,-0.862380965293188,-0.57760187213655,0.715386006956371,-0.0712881381863998,0.952216490851641,1.46158811427467,0.122704609889684,-1.3478741254765,0.465337083857633,-2.13191493280296,1.09155151071094,-1.4687938823884,-0.0141883146907794,-0.79499850982319,0.172781631273612,-1.04765639620623,-1.26010720004489,0.698530029174197
Idaho,307,0.223959671406316,102.565092332122,114.26974765188,-0.44325876944399,-1.44543745199148,52,54.3,35.8,31.6,19.6,27.8,17.2,16.1,32,38.7,54.2,52.6,77.1,73.1,36.2,32.5,44.5,43,4.7,8.8,0.550617426821013,-1.3892395736376,0.895197708202036,0.0411133944577204,-2.17521993933266,0.237186494204288,0.550759364046594,-0.927729391714513,-0.842856924482597,-1.99296286707969,1.22691220306557,-0.80915034045114,1.49861253227254,-0.574079149858062,-0.232088086076475,1.18508061689399,-1.23357798098647,1.43275304153393,-1.66580024981543,-0.0544511158599041
Marist,308,0.223400705497098,98.0572872862775,109.278098929918,-1.12733344232697,-0.624091872773741,48.1,49.4,27,28.6,25.3,27.9,17.8,17.2,32.4,37,47.8,45.7,69,72.5,42.9,37.1,48,48.9,10.1,7.5,-0.861025259072697,0.42277218087527,-1.0142704802866,0.603581818634331,-0.766976016781594,0.202911535049767,0.249666518942808,-0.458399167323781,-0.674933179374374,-1.26186229326274,-0.72272010210675,1.5311254767867,-0.699516984160143,-0.340675306589282,1.09511961236368,0.0743045214185009,-0.549930947248932,0.36454751725167,0.524942218945527,-0.870180689646848
Jackson St.,309,0.217931072561184,99.2235689796122,110.884098012534,-0.950346247951094,-0.888349299569604,47.9,53,32.5,34.1,32.7,28.6,22,19.4,32.2,35.4,47.7,53,67.1,72.9,34.3,40,49.9,52.6,6.8,11.2,-0.933417191682632,-0.908501761215819,0.179147137518797,-0.427610292356121,1.0612704791619,-0.0370131790318783,-1.8579833967837,0.480261281457686,-0.758895051928484,-0.573767635552664,-0.753183106875066,-0.944818503769275,-1.21512761147152,-0.496277868768472,-0.608460418469953,-0.625967364859527,-0.17880827179141,-0.30534408272195,-0.813844845297282,1.4515111742083
Elon,310,0.214647551018586,99.2152922985871,111.061769091393,-0.951602262310006,-0.917584000027018,47.8,52.1,27.5,29,24.9,30.6,18.4,17.1,29.2,35.2,50.5,51.4,70.5,70.8,40.3,45.7,49.6,58.2,6.5,9.4,-0.969613157987599,-0.575683275693047,-0.90577796957702,0.528586028744116,-0.865800151697459,-0.722512362122298,-0.0514263261609775,-0.501065551359301,-2.01832314024016,-0.487755803338907,0.0997810266378222,-0.402145850496732,-0.292455962598534,0.320635582672267,0.580083789088394,-2.0023638309922,-0.237406588968913,-1.31923407187121,-0.935552760228447,0.322039456657147
Cal Poly,311,0.211362595943069,93.7786365490629,105.155001722188,-1.77663317327673,0.0543388127339978,45.3,50.8,30.7,41.4,24.1,25.1,20.9,18.8,29,35.5,46.4,49.4,74.7,72.6,36.3,35.3,46.7,50.4,7.3,9.1,-1.87451231561177,-0.0949454632712637,-0.211425901035698,-1.79628345785254,-1.06344842152919,1.16261039137636,-1.30597984742675,0.224262977244558,-2.10228501279427,-0.616773551659544,-1.14920216886319,0.276194966093946,0.847314897773972,-0.379575947134077,-0.212279015950504,0.508956037039347,-0.803856988351447,0.0929698415866892,-0.610998320412008,0.133794170398621
Alabama A&M,312,0.210045271530459,96.3721927281272,108.137642281559,-1.38305224491943,-0.436436635277104,48.7,49.8,34.1,41.3,28.5,33.8,21.1,21.5,35,34.3,46.9,48.7,64,70.6,32.1,40.5,49.5,54.1,12,9.6,-0.643849461242898,0.274852853976261,0.526323171789459,-1.77753451037998,0.0236170625453197,-1.81931105506697,-1.40634412912801,1.37625534620363,0.416571163829075,-0.10070255837699,-0.996887145021607,0.513614251900681,-2.05638705603217,0.398436863761862,-1.04425996124135,-0.746703896976429,-0.256939361361415,-0.57692175838693,1.29575901350957,0.44753631416283
Wagner,313,0.208854225870639,94.4018027372374,105.992977381995,-1.68206559504479,-0.0835450092278522,44.9,49.1,25.2,47,34.4,24.8,19.1,20.9,30.2,31.5,44.7,50.2,68.3,71.8,35.3,36.7,50.8,53.9,5.5,10.7,-2.01929618083164,0.533711676049526,-1.4048435188411,-2.84622451631554,1.48127305255432,1.26543526883992,-0.402701312115396,1.1202570419905,-1.5985137774696,1.10346309261563,-1.66707324992459,0.00485863945767293,-0.889478794222228,-0.0683708227757024,-0.410369717210228,0.170893747112022,-0.00301332025889955,-0.540711401631599,-1.341245809999,1.13776903044409
Texas A&M Commerce,314,0.206202552198646,101.348091864294,113.95182529073,-0.627942709512623,-1.39312525207323,52.4,52.8,28.3,37.9,26.5,29.9,18.9,17.7,31.9,34.8,56.2,53.1,70,72,45.6,34.9,54.1,49.9,7.9,7.1,0.695401292040883,-0.834542097766315,-0.732189952441691,-1.14007029631316,-0.470503612034001,-0.482587648040652,-0.302337030414133,-0.245067247146175,-0.884837860759653,-0.315732138911387,1.83617229843192,-0.978735544598809,-0.428142969785737,-0.146172103865297,1.62996450576493,0.605545262732868,0.641568168693641,0.183495733475016,-0.367582490549679,-1.12117440465822
William & Mary,315,0.205373442001747,100.617593160753,113.180396474383,-0.738798360230394,-1.26619131034769,49.4,53.9,29.2,27.4,27.4,29.9,18.8,17,36.3,35.5,46.3,54.3,67.9,70.2,37.8,36.9,49.7,48.6,5.4,14.9,-0.390477697108128,-1.24132024673859,-0.536903433164443,0.828569188304974,-0.248149308473306,-0.482587648040652,-0.252154889563503,-0.543731935394823,0.962323335430798,-0.616773551659544,-1.17966517363151,-1.38574003455321,-0.998028399971988,0.554039425941047,0.0848570359390828,0.122599134265262,-0.217873816576412,0.418863052384665,-1.38181511497605,3.77320303806345
Morgan St.,316,0.204869218122199,94.5318891236577,106.363448961805,-1.66232454561342,-0.14450386495898,47,50.6,31.6,42.7,30.2,37.6,21.7,23.8,35.6,32,44.3,52,68.8,68,30,34.3,53.8,57.5,11.3,9.8,-1.25918088842733,-0.0209857998217604,-0.0161393817584501,-2.04001977499573,0.443619635937744,-3.12175950293877,-1.7074369742318,2.35758217902062,0.66845678149141,0.888433512081237,-1.78892526899786,-0.605648095473936,-0.753791787035025,1.40985351792658,-1.46025043388677,0.75042910127315,0.582969851516136,-1.19249782322755,1.01177387867019,0.573033171668514
Eastern Michigan,317,0.204754613463946,101.880366974545,114.638672812605,-0.547168159986722,-1.50614185382378,49.2,55.6,32.2,35,25.1,32.8,16.9,17.1,31.4,34.1,50.3,58.7,76.5,70.5,33.5,41.4,37,47.3,6.3,7.2,-0.46286962971806,-1.86997738605939,0.114051631093048,-0.596350819609104,-0.816388084239526,-1.47656146352176,0.701305786598486,-0.501065551359301,-1.09474254214493,-0.0146907261632326,0.0388550171011864,-2.87808983105271,1.3357881236479,0.437337504306657,-0.766932979477731,-0.964029654786851,-2.69853591042406,0.654230371294316,-1.01669137018256,-1.05842597590537
Saint Peter's,318,0.202446276100097,96.7995563219127,109.056521466866,-1.31819837310205,-0.587632642593634,43.7,50.1,27.3,51.4,36.6,30,20,19.6,28.9,34.6,43.9,49,69,72,35.1,36.4,46.7,49,10,11.9,-2.45364777649124,0.163913358802002,-0.949174973860854,-3.6711782051079,2.02480579459157,-0.516862607195173,-0.854340579771075,0.565594049528728,-2.14426594907132,-0.22972030669763,-1.91077728807113,0.411863129412081,-0.699516984160143,-0.146172103865297,-0.449987857462172,0.243335666382164,-0.803856988351447,0.346442338874004,0.484372913968473,1.89075017547819
Arkansas Pine Bluff,319,0.201382603676403,95.6241640182626,107.794152043904,-1.49656813342917,-0.379917396060441,45.2,51.4,33.8,43.2,26.6,29,21.6,21.4,31.1,34.5,44,51.1,74.1,71.5,43.4,35.7,54.1,60,7.2,11.1,-1.91070828191674,-0.316824453619779,0.461227665363711,-2.1337645123585,-0.445797578305035,-0.174113015649962,-1.65725483338117,1.33358896216811,-1.2206853509761,-0.18671439059075,-1.88031428330281,-0.300394728008132,0.684490489149326,0.0483310988586874,1.19416496299354,0.412366811345825,0.641568168693641,-1.64512728266919,-0.651567625389063,1.38876274545546
Nebraska Omaha,320,0.199769904525201,100.319051111826,113.185499339878,-0.784103126604431,-1.26703095597373,48.5,53.2,29.6,33.4,24.2,28.9,18.5,15.8,33.7,36.5,47.7,52,78.1,75,29.4,40.9,47.4,52.4,8.4,8.2,-0.71624139385283,-0.982461424665325,-0.450109424596778,-0.296367660048245,-1.03874238780022,-0.139838056495442,-0.101608467011609,-1.05572854382108,-0.129181007772648,-1.04683271272834,-0.753183106875066,-0.605648095473936,1.76998654664695,-1.31319132020921,-1.5791048546426,-0.84329312266995,-0.66712758160394,-0.269133725966618,-0.164735965664405,-0.430941688376956
Loyola MD,321,0.197395197218425,100.042796472054,113.020365520407,-0.826025703204889,-1.23985918565163,51.3,55.5,28.2,29.8,26.6,28.7,20.4,20.2,35.6,37.1,50,55.3,64.6,70.6,38.9,36.8,54,54.4,7,8,0.297245662686246,-1.83299755433463,-0.753888454583608,0.378594448963687,-0.445797578305035,-0.0712881381863998,-1.0550691431736,0.821592353741856,0.66845678149141,-1.30486820936962,-0.0525339972037651,-1.72491044284855,-1.89356264740753,0.398436863761862,0.30275680732478,0.146746440688643,0.622035396301139,-0.631237293519926,-0.732706235343173,-0.556438545882639
NJIT,322,0.195565344689783,98.9849052975352,111.938006849536,-0.986564269490512,-1.06176361864241,48.3,52.3,28.2,27.9,23.4,29.1,16,14.9,35.2,34,46.1,53.2,67.5,67.6,32.5,39.2,45.1,49.7,7.6,8.9,-0.788633326462765,-0.649642939142553,-0.753888454583608,0.734824450942205,-1.23639065763195,-0.208387974804483,1.15294505425417,-1.43972600014077,0.500533036383188,0.0283151899436474,-1.24059118316815,-1.01265258542834,-1.10657800572175,1.56545608010577,-0.965023680737456,-0.432788913472486,-1.11638134663147,0.219706090230346,-0.489290405480844,0.00829731289293751
Little Rock,323,0.190457433563184,102.367312887256,116.093635920518,-0.473272469609264,-1.74554722530994,49.2,56.1,31.9,37,29.3,30.4,18,19.2,32.5,39.5,49.4,54.1,73.7,66.7,29.9,38.7,54.4,53.2,6,9,-0.46286962971806,-2.05487654468315,0.0489561246672992,-0.971329769060176,0.221265332377049,-0.653962443813257,0.149302237241546,0.394928513386643,-0.632952243097318,-2.33701019593472,-0.23531202581367,-1.31790595289415,0.575940883399566,1.91556184500894,-1.48005950401274,-0.312052381355584,0.700166485871144,-0.413975152987942,-1.13839928511372,0.0710457416457791
UMKC,324,0.188873459168096,96.0827551808374,109.064086917639,-1.42697537235478,-0.588877491719322,43.4,50.1,33.3,39.4,35.9,29.4,19.9,17.3,27.3,34.6,44.7,48.9,71.5,74.9,35.5,40.5,40.1,47.3,11.2,8.5,-2.56223567540614,0.163913358802002,0.352735154654129,-1.42130450840146,1.85186355848881,-0.311212852268047,-0.804158438920445,-0.415732783288261,-2.81596092950421,-0.22972030669763,-1.66707324992459,0.445780170241615,-0.0210819482241282,-1.27429067966441,-0.370751576958283,-0.746703896976429,-2.09301996625653,0.654230371294316,0.971204573693131,-0.24269640211843
North Carolina A&T,325,0.1869436241539,98.4399304446229,111.862677801863,-1.069266047949,-1.04936867986797,47.4,50.6,30,28.5,24.6,30.2,17.5,15.7,32.9,33.2,46.2,51,68.2,74.6,40.5,38.6,45.1,50.3,7.9,8.4,-1.11439702320747,-0.0209857998217604,-0.363315416029112,0.622330766106885,-0.939918252884356,-0.585412525504215,0.400212941494701,-1.0983949278566,-0.465028497989096,0.372362518798682,-1.21012817839983,-0.266477687178597,-0.916616195659667,-1.15758875803002,0.619701929340339,-0.287905074932203,-1.11638134663147,0.111075019964355,-0.367582490549679,-0.305444830871272
